OrderId,Spot_id,Arrival_time,Delivery_time,Longitude,Latitude,distance
E4027,B0233,550,790,121.492508,31.330614,5988.283562
E3289,B4078,576,816,121.513718,31.232264,5995.877825
E3496,B4078,658,898,121.513718,31.232264,5995.877825
E3751,B1379,583,823,121.560837,31.24016,5997.728404
E3754,B4978,568,808,121.542091,31.232851,6011.91299
E3179,B5965,591,831,121.505066,31.336073,6016.315005
E3065,B5965,624,864,121.505066,31.336073,6016.315005
E3031,B5965,872,1112,121.505066,31.336073,6016.315005
E3427,B5489,686,926,121.532623,31.231142,6037.519781
E3940,B1158,807,1047,121.585861,31.266895,6040.759963
E3581,B1456,955,1195,121.499596,31.334791,6078.065505
E3001,B1456,909,1149,121.499596,31.334791,6078.065505
E3083,B1456,881,1121,121.499596,31.334791,6078.065505
E3081,B1456,588,828,121.499596,31.334791,6078.065505
E3021,B1456,557,797,121.499596,31.334791,6078.065505
E3138,B1456,563,803,121.499596,31.334791,6078.065505
E3082,B1456,863,1103,121.499596,31.334791,6078.065505
E2906,B4780,564,804,121.485725,31.242512,6097.417071
E3410,B0622,933,1173,121.520424,31.230415,6109.329021
E3513,B0622,653,893,121.520424,31.230415,6109.329021
E3756,B6513,902,1142,121.557121,31.236994,6116.042308
E3512,B2965,583,823,121.5299,31.230036,6139.062023
E3514,B2965,743,983,121.5299,31.230036,6139.062023
E2826,B0717,958,1198,121.467003,31.262657,6147.150959
E2893,B1530,912,1152,121.469467,31.258324,6152.333874
E3488,B1791,844,1084,121.53759,31.230623,6161.511315
E3883,B3074,941,1181,121.589661,31.274487,6166.466233
E3417,B8614,551,791,121.522743,31.229713,6172.026242
E3384,B8614,565,805,121.522743,31.229713,6172.026242
E3509,B8614,547,787,121.522743,31.229713,6172.026242
E3351,B8614,587,827,121.522743,31.229713,6172.026242
E3330,B4260,754,994,121.500443,31.234045,6181.993405
E3361,B3995,785,1025,121.518105,31.229826,6197.656767
E3329,B3995,553,793,121.518105,31.229826,6197.656767
E3495,B3995,580,820,121.518105,31.229826,6197.656767
E3313,B3995,564,804,121.518105,31.229826,6197.656767
E2899,B5444,611,851,121.473091,31.251963,6243.396403
E2830,B1924,627,867,121.479836,31.245117,6255.156009
E3241,B1245,893,1133,121.510887,31.230366,6259.747312
E3381,B1245,669,909,121.510887,31.230366,6259.747312
E3497,B5095,574,814,121.524269,31.228701,6278.958234
E3316,B5095,624,864,121.524269,31.228701,6278.958234
E3304,B1735,613,853,121.515602,31.229137,6306.902889
E3396,B6497,933,1173,121.519875,31.22814,6366.252062
E3544,B6497,560,800,121.519875,31.22814,6366.252062
E3824,B6022,645,885,121.573311,31.244196,6399.11416
E3823,B6022,575,815,121.573311,31.244196,6399.11416
E3755,B6022,637,877,121.573311,31.244196,6399.11416
E3851,B0605,633,873,121.590248,31.267336,6420.22891
E3863,B0605,697,937,121.590248,31.267336,6420.22891
E2482,B0420,773,1013,121.458504,31.287094,6428.967667
E3850,B3909,545,785,121.581467,31.251726,6449.929735
E2662,B9186,551,791,121.458717,31.277157,6465.674869
E2797,B9186,570,810,121.458717,31.277157,6465.674869
E3195,B6407,900,1140,121.518089,31.227325,6474.259259
E3298,B6407,577,817,121.518089,31.227325,6474.259259
E3378,B6407,891,1131,121.518089,31.227325,6474.259259
E3500,B0557,568,808,121.524414,31.226925,6476.247538
E3408,B0557,540,780,121.524414,31.226925,6476.247538
E3333,B0557,563,803,121.524414,31.226925,6476.247538
E3837,B1024,830,1070,121.579773,31.249117,6493.818575
E2812,B8948,594,834,121.46862,31.253517,6496.265756
E2827,B7714,581,821,121.457733,31.282797,6503.564563
E3606,B5698,597,837,121.549706,31.230087,6523.381978
E3540,B5698,660,900,121.549706,31.230087,6523.381978
E3383,B4729,565,805,121.508743,31.228329,6529.054463
E4036,B4620,573,813,121.553154,31.231205,6529.269831
E3910,B4620,590,830,121.553154,31.231205,6529.269831
E3947,B2441,861,1101,121.587997,31.259472,6548.080396
E2809,B5308,636,876,121.470375,31.250353,6557.828962
E3267,B4291,576,816,121.522751,31.226135,6569.806814
E3802,B4781,582,822,121.572746,31.241154,6608.027695
E3537,B3415,755,995,121.51725,31.225903,6641.083035
E2660,B6877,551,791,121.456482,31.280043,6641.446287
E2567,B6877,877,1117,121.456482,31.280043,6641.446287
E2541,B2828,557,797,121.460426,31.264576,6647.357205
E3366,B5968,568,808,121.528702,31.22476,6720.166678
E3542,B5968,920,1160,121.528702,31.22476,6720.166678
E3365,B5968,546,786,121.528702,31.22476,6720.166678
E3541,B5968,560,800,121.528702,31.22476,6720.166678
E3963,B4593,940,1180,121.596504,31.280434,6723.337291
E3318,B6434,669,909,121.519226,31.224859,6735.68818
E3411,B6434,678,918,121.519226,31.224859,6735.68818
E3331,B0427,576,816,121.532181,31.224602,6758.280999
E3849,B2864,705,945,121.584625,31.250515,6773.548321
E3369,B7904,892,1132,121.524971,31.224154,6783.625731
E3416,B7904,739,979,121.524971,31.224154,6783.625731
E3506,B7904,698,938,121.524971,31.224154,6783.625731
E4792,B6714,580,820,121.511391,31.225412,6787.569005
E2640,B4835,606,846,121.454674,31.289436,6806.600691
E3938,B4067,605,845,121.592659,31.262718,6809.710092
E2829,B1269,669,909,121.478439,31.239296,6819.154742
E3414,B7760,739,979,121.530853,31.223869,6829.943764
E3860,B1372,816,1056,121.594193,31.265678,6834.467116
E2923,B2926,901,1141,121.482338,31.236227,6846.710246
E3395,B0324,628,868,121.538033,31.224367,6854.785133
E4066,B6430,601,841,121.588783,31.315603,6866.918699
E2735,B3921,953,1193,121.486832,31.233156,6880.363421
E3508,B8114,564,804,121.534485,31.223682,6882.455409
E3350,B8114,957,1197,121.534485,31.223682,6882.455409
E3301,B8114,939,1179,121.534485,31.223682,6882.455409
E3848,B1203,611,851,121.580757,31.244331,6905.612019
E2820,B0958,578,818,121.489342,31.231512,6911.122011
E3516,B7576,778,1018,121.550026,31.226217,6939.274394
E3504,B7576,770,1010,121.550026,31.226217,6939.274394
E3398,B9111,953,1193,121.518181,31.222845,6968.85136
E3302,B9111,653,893,121.518181,31.222845,6968.85136
E2805,B6086,581,821,121.476646,31.238733,6979.874782
E2901,B6086,569,809,121.476646,31.238733,6979.874782
E2821,B6086,581,821,121.476646,31.238733,6979.874782
E3296,B4494,564,804,121.531136,31.22245,6989.375206
E3362,B4453,542,782,121.556503,31.227859,6998.895135
E2635,B2955,596,836,121.452629,31.280823,7000.310534
E2657,B2955,542,782,121.452629,31.280823,7000.310534
E2636,B2955,867,1107,121.452629,31.280823,7000.310534
E2637,B3215,561,801,121.452759,31.277855,7018.26042
E2638,B3215,613,853,121.452759,31.277855,7018.26042
E3312,B1533,547,787,121.529053,31.222006,7027.815083
E2644,B7554,596,836,121.452202,31.287878,7031.445909
E2643,B7554,564,804,121.452202,31.287878,7031.445909
E2645,B7554,934,1174,121.452202,31.287878,7031.445909
E3244,B2936,558,798,121.553764,31.226362,7049.289837
E2542,B5038,609,849,121.452965,31.274469,7052.210318
E3757,B6683,627,867,121.561729,31.229166,7090.997665
E3759,B7735,602,842,121.564308,31.230392,7094.271176
E3760,B7735,625,865,121.564308,31.230392,7094.271176
E2641,B5860,904,1144,121.451286,31.283789,7113.329739
E2822,B4635,874,1114,121.468407,31.244059,7136.859029
E3941,B2310,588,828,121.596367,31.262463,7149.199262
E3942,B2310,946,1186,121.596367,31.262463,7149.199262
E2877,B8450,802,1042,121.499001,31.224667,7201.248502
E2861,B4376,594,834,121.481354,31.232767,7211.365976
E2652,B7707,820,1060,121.449989,31.283613,7237.117069
E3254,B7707,889,1129,121.449989,31.283613,7237.117069
E2771,B7707,888,1128,121.449989,31.283613,7237.117069
E2653,B7707,866,1106,121.449989,31.283613,7237.117069
E2651,B7707,582,822,121.449989,31.283613,7237.117069
E3935,B5599,594,834,121.596146,31.258282,7307.044042
E3936,B5599,611,851,121.596146,31.258282,7307.044042
E3939,B5599,629,869,121.596146,31.258282,7307.044042
E3250,B6105,713,953,121.481255,31.230919,7383.963877
E3864,B6979,676,916,121.603592,31.282215,7384.534594
E3752,B1557,673,913,121.558052,31.224516,7398.718069
E3753,B1557,707,947,121.558052,31.224516,7398.718069
E3858,B3699,780,1020,121.586487,31.243204,7403.813204
E2650,B7600,956,1196,121.448143,31.280117,7431.624652
E2647,B7600,610,850,121.448143,31.280117,7431.624652
E2649,B7600,815,1055,121.448143,31.280117,7431.624652
E2648,B7600,709,949,121.448143,31.280117,7431.624652
E2646,B7600,556,796,121.448143,31.280117,7431.624652
E2484,B7600,649,889,121.448143,31.280117,7431.624652
E2639,B3468,935,1175,121.449608,31.270027,7462.734542
E2520,B8841,572,812,121.478653,31.231464,7481.093115
E2654,B1006,853,1093,121.447327,31.283365,7490.965071
E3937,B0086,599,839,121.596107,31.254259,7497.888467
E2642,B6932,871,1111,121.447098,31.286261,7511.326683
E2661,B6932,734,974,121.447098,31.286261,7511.326683
E2659,B5825,542,782,121.446831,31.289495,7551.428687
E3376,B4831,563,803,121.530045,31.217272,7558.563301
E3885,B7268,660,900,121.602341,31.266153,7558.97423
E2548,B1749,931,1171,121.459541,31.322346,7563.937472
E2658,B4381,546,786,121.447197,31.293936,7564.895389
E2564,B4381,882,1122,121.447197,31.293936,7564.895389
E2563,B4381,868,1108,121.447197,31.293936,7564.895389
E3253,B7388,925,1165,121.577606,31.233318,7568.684654
E3554,B1416,607,847,121.532669,31.217106,7593.669093
E3552,B1416,559,799,121.532669,31.217106,7593.669093
E3555,B1416,883,1123,121.532669,31.217106,7593.669093
E3553,B1416,584,824,121.532669,31.217106,7593.669093
E2858,B1713,786,1026,121.479424,31.229706,7595.089591
E2857,B1713,598,838,121.479424,31.229706,7595.089591
E3315,B3273,678,918,121.520645,31.216938,7603.51176
E2546,B8902,563,803,121.445953,31.283606,7621.000271
E2910,B5594,653,893,121.484764,31.226366,7626.138051
E2876,B5594,850,1090,121.484764,31.226366,7626.138051
E3279,B8134,760,1000,121.514671,31.216976,7658.755225
E2890,B5702,635,875,121.505524,31.218493,7665.906135
E1831,B0291,745,985,121.472488,31.233086,7712.244949
E0573,B0291,573,813,121.472488,31.233086,7712.244949
E2862,B0291,746,986,121.472488,31.233086,7712.244949
E0645,B0291,815,1055,121.472488,31.233086,7712.244949
E3155,B0291,712,952,121.472488,31.233086,7712.244949
E2131,B0291,572,812,121.472488,31.233086,7712.244949
E0208,B0291,628,868,121.472488,31.233086,7712.244949
E1821,B0291,621,861,121.472488,31.233086,7712.244949
E1389,B0291,599,839,121.472488,31.233086,7712.244949
E2269,B0291,943,1183,121.472488,31.233086,7712.244949
E2896,B0291,693,933,121.472488,31.233086,7712.244949
E0418,B0291,903,1143,121.472488,31.233086,7712.244949
E0331,B0291,617,857,121.472488,31.233086,7712.244949
E1830,B0291,659,899,121.472488,31.233086,7712.244949
E1354,B0291,576,816,121.472488,31.233086,7712.244949
E0756,B0291,597,837,121.472488,31.233086,7712.244949
E2136,B0291,872,1112,121.472488,31.233086,7712.244949
E1628,B0291,921,1161,121.472488,31.233086,7712.244949
E1094,B0291,906,1146,121.472488,31.233086,7712.244949
E3627,B0291,810,1050,121.472488,31.233086,7712.244949
E1921,B0291,544,784,121.472488,31.233086,7712.244949
E1832,B0291,943,1183,121.472488,31.233086,7712.244949
E2333,B0291,635,875,121.472488,31.233086,7712.244949
E4029,B0291,939,1179,121.472488,31.233086,7712.244949
E1408,B0291,675,915,121.472488,31.233086,7712.244949
E1829,B0291,568,808,121.472488,31.233086,7712.244949
E3452,B2323,942,1182,121.516998,31.215893,7750.415115
E3473,B2323,926,1166,121.516998,31.215893,7750.415115
E3562,B7533,575,815,121.533485,31.215538,7774.31905
E3563,B7533,623,863,121.533485,31.215538,7774.31905
E3547,B7533,606,846,121.533485,31.215538,7774.31905
E2883,B1420,897,1137,121.490303,31.222008,7802.10263
E2889,B1420,547,787,121.490303,31.222008,7802.10263
E3546,B6890,948,1188,121.520218,31.214643,7861.186576
E3461,B6890,571,811,121.520218,31.214643,7861.186576
E3413,B6890,546,786,121.520218,31.214643,7861.186576
E3462,B6890,795,1035,121.520218,31.214643,7861.186576
E3459,B4320,586,826,121.531097,31.214598,7861.35838
E3559,B4320,728,968,121.531097,31.214598,7861.35838
E3476,B4320,606,846,121.531097,31.214598,7861.35838
E3558,B4320,712,952,121.531097,31.214598,7861.35838
E3528,B2674,771,1011,121.52758,31.214424,7867.358483
E3377,B0089,573,813,121.523621,31.214422,7869.595679
E3567,B0089,683,923,121.523621,31.214422,7869.595679
E2907,B7677,689,929,121.492371,31.220287,7893.047226
E2547,B9080,637,877,121.443031,31.280746,7912.081406
E3801,B1219,876,1116,121.573196,31.226133,7950.002282
E2851,B8560,829,1069,121.479637,31.225655,7954.260747
E2850,B8560,730,970,121.479637,31.225655,7954.260747
E4295,B4324,826,1066,121.459442,31.241899,7954.506158
E4311,B4324,841,1081,121.459442,31.241899,7954.506158
E3960,B2350,567,807,121.609673,31.27953,7980.24241
E3954,B2350,855,1095,121.609673,31.27953,7980.24241
E3961,B2350,597,837,121.609673,31.27953,7980.24241
E3953,B2350,830,1070,121.609673,31.27953,7980.24241
E3952,B2350,668,908,121.609673,31.27953,7980.24241
E3962,B2350,788,1028,121.609673,31.27953,7980.24241
E3944,B3006,565,805,121.600555,31.252085,7985.044795
E2341,B2336,606,846,121.442017,31.282589,7998.539205
E2666,B1516,564,804,121.457222,31.243807,7999.893191
E3454,B3089,750,990,121.495041,31.218203,8008.569927
E2845,B5907,580,820,121.480171,31.224415,8041.750811
E2911,B5907,568,808,121.480171,31.224415,8041.750811
E2912,B5907,925,1165,121.480171,31.224415,8041.750811
E2846,B5907,910,1150,121.480171,31.224415,8041.750811
E2844,B5907,555,795,121.480171,31.224415,8041.750811
E3565,B0833,590,830,121.534935,31.213123,8055.40225
E3517,B0833,561,801,121.534935,31.213123,8055.40225
E3566,B0833,667,907,121.534935,31.213123,8055.40225
E3549,B0833,634,874,121.534935,31.213123,8055.40225
E2773,B5691,755,995,121.443916,31.266333,8087.767855
E2543,B5691,803,1043,121.443916,31.266333,8087.767855
E2863,B4580,542,782,121.471733,31.229086,8097.567211
E1514,B4580,575,815,121.471733,31.229086,8097.567211
E2818,B8535,569,809,121.468887,31.23119,8097.9867
E3825,B6448,550,790,121.579605,31.228342,8116.672067
E2634,B1287,583,823,121.441566,31.296751,8140.261273
E2834,B3260,541,781,121.47699,31.225046,8152.316215
E2835,B3260,585,825,121.47699,31.225046,8152.316215
E2838,B3260,812,1052,121.47699,31.225046,8152.316215
E2836,B3260,621,861,121.47699,31.225046,8152.316215
E2837,B3260,800,1040,121.47699,31.225046,8152.316215
E3280,B8742,910,1150,121.530548,31.211916,8156.465211
E3533,B8742,540,780,121.530548,31.211916,8156.465211
E3550,B8742,703,943,121.530548,31.211916,8156.465211
E3397,B8742,763,1003,121.530548,31.211916,8156.465211
E3551,B8742,815,1055,121.530548,31.211916,8156.465211
E3534,B8742,569,809,121.530548,31.211916,8156.465211
E3950,B1299,738,978,121.612167,31.284342,8193.721119
E3456,B3750,771,1011,121.515144,31.21195,8207.207205
E3455,B3750,749,989,121.515144,31.21195,8207.207205
E3375,B3750,892,1132,121.515144,31.21195,8207.207205
E2772,B1324,937,1177,121.456642,31.240974,8229.411532
E3946,B6389,645,885,121.608383,31.2624,8231.188688
E2351,B2895,621,861,121.439369,31.2875,8249.790415
E3460,B6600,554,794,121.51873,31.211208,8253.395142
E3478,B6600,872,1112,121.51873,31.211208,8253.395142
E2854,B8584,916,1156,121.478668,31.222935,8257.835005
E2852,B8584,568,808,121.478668,31.222935,8257.835005
E2853,B8584,738,978,121.478668,31.222935,8257.835005
E2562,B5865,632,872,121.439201,31.283089,8264.574767
E3561,B6150,873,1113,121.528053,31.210728,8279.645679
E3951,B2048,715,955,121.613068,31.281267,8290.058055
E3959,B2048,774,1014,121.613068,31.281267,8290.058055
E3255,B8314,844,1084,121.445869,31.255695,8300.349313
E2969,B6512,837,1077,121.486183,31.218731,8303.621356
E2116,B0031,542,782,121.439163,31.277704,8306.180935
E3948,B0624,943,1183,121.611008,31.263626,8429.506469
E2353,B8701,911,1151,121.437607,31.279881,8433.29681
E3956,B6755,711,951,121.614952,31.284395,8458.596334
E3966,B6755,555,795,121.614952,31.284395,8458.596334
E2840,B0560,597,837,121.475006,31.222849,8460.976687
E2843,B0560,870,1110,121.475006,31.222849,8460.976687
E2881,B0560,730,970,121.475006,31.222849,8460.976687
E2842,B0560,642,882,121.475006,31.222849,8460.976687
E2841,B0560,615,855,121.475006,31.222849,8460.976687
E3457,B3965,643,883,121.514297,31.209301,8510.024574
E2363,B9191,564,804,121.437096,31.295868,8545.982605
E2583,B6202,832,1072,121.461914,31.231165,8559.738799
E2754,B6202,677,917,121.461914,31.231165,8559.738799
E3532,B6679,546,786,121.531013,31.208246,8566.799866
E3545,B6817,838,1078,121.520081,31.208284,8568.305312
E3373,B6817,590,830,121.520081,31.208284,8568.305312
E3535,B2631,572,812,121.522675,31.208036,8583.092695
E2855,B8828,738,978,121.48085,31.218018,8616.093236
E2856,B8828,876,1116,121.48085,31.218018,8616.093236
E2118,B3583,907,1147,121.436188,31.271736,8676.940796
E2462,B1005,958,1198,121.442955,31.252914,8679.064022
E3958,B3516,955,1195,121.615334,31.267572,8716.180196
E2483,B7123,822,1062,121.435089,31.275581,8717.565029
E3538,B0497,590,830,121.51757,31.206898,8741.060708
E3406,B0497,916,1156,121.51757,31.206898,8741.060708
E3475,B4093,704,944,121.552277,31.209478,8779.104872
E3477,B0540,584,824,121.528046,31.206089,8795.912625
E3539,B0540,621,861,121.528046,31.206089,8795.912625
E2460,B8799,638,878,121.444839,31.247316,8796.550175
E2732,B0228,586,826,121.462357,31.227789,8798.324868
E2685,B6534,682,922,121.563828,31.212393,8855.126347
E2913,B1413,878,1118,121.487869,31.212532,8856.078145
E3511,B2844,656,896,121.533287,31.205639,8870.774428
E2718,B1064,919,1159,121.454086,31.234411,8871.68436
E2663,B1064,946,1186,121.454086,31.234411,8871.68436
E3957,B1008,952,1192,121.612259,31.254723,8872.361042
E2549,B6194,574,814,121.447914,31.329449,8922.256378
E3564,B7776,937,1177,121.509178,31.205917,8957.95913
E3278,B7776,633,873,121.509178,31.205917,8957.95913
E2463,B1452,922,1162,121.444725,31.244253,8973.987925
E2664,B1452,668,908,121.444725,31.244253,8973.987925
E2566,B0437,586,826,121.434235,31.265701,8997.421183
E2716,B5758,566,806,121.460342,31.226847,9006.694385
E2510,B8070,583,823,121.451546,31.234411,9059.537295
E2143,B0128,902,1142,121.430977,31.291817,9074.541839
E2354,B8958,569,809,121.430565,31.284376,9083.444336
E2358,B8958,560,800,121.430565,31.284376,9083.444336
E2715,B5575,659,899,121.454605,31.230406,9124.887302
E2714,B5575,611,851,121.454605,31.230406,9124.887302
E2352,B5508,639,879,121.430061,31.279047,9156.014609
E3474,B3464,553,793,121.524658,31.202723,9169.49416
E2724,B3237,611,851,121.456161,31.228323,9173.325735
E2584,B6361,920,1160,121.46051,31.224546,9181.975576
E2816,B5252,622,862,121.476898,31.2139,9201.610953
E2914,B5252,588,828,121.476898,31.2139,9201.610953
E2738,B9117,908,1148,121.463821,31.221779,9204.648349
E2472,B2530,584,824,121.436775,31.317595,9229.891696
E2668,B5178,627,867,121.442444,31.242956,9234.320962
E2468,B3743,637,877,121.440239,31.245634,9270.681642
E2469,B3743,677,917,121.440239,31.245634,9270.681642
E2467,B3743,574,814,121.440239,31.245634,9270.681642
E2674,B2416,602,842,121.449081,31.233421,9311.926253
E2545,B8810,883,1123,121.430801,31.265411,9322.480356
E2362,B8679,654,894,121.42791,31.284508,9335.894742
E2361,B8679,640,880,121.42791,31.284508,9335.894742
E2355,B2445,585,825,121.428017,31.290831,9347.089681
E3949,B0840,554,794,121.621063,31.263172,9363.948346
E2679,B3407,587,827,121.450447,31.230717,9401.029679
E2804,B5468,608,848,121.46563,31.218084,9417.236605
E2474,B0815,623,863,121.439491,31.326477,9433.889004
E2544,B6466,671,911,121.426765,31.281605,9452.689908
E2471,B8645,628,868,121.438026,31.245598,9458.517574
E3575,B6232,931,1171,121.531052,31.200171,9464.650733
E2683,B5404,679,919,121.452682,31.227598,9470.456838
E2682,B5404,655,895,121.452682,31.227598,9470.456838
E3198,B2417,591,831,121.51535,31.200233,9500.396292
E3603,B3894,843,1083,121.544037,31.201002,9515.517762
E2381,B2635,878,1118,121.433807,31.252005,9517.46913
E2465,B2635,587,827,121.433807,31.252005,9517.46913
E2697,B0798,650,890,121.450912,31.228628,9519.178314
E2695,B0798,613,853,121.450912,31.228628,9519.178314
E2701,B0798,896,1136,121.450912,31.228628,9519.178314
E2694,B0798,596,836,121.450912,31.228628,9519.178314
E2700,B0798,692,932,121.450912,31.228628,9519.178314
E2698,B0798,662,902,121.450912,31.228628,9519.178314
E2693,B0798,580,820,121.450912,31.228628,9519.178314
E2696,B0798,634,874,121.450912,31.228628,9519.178314
E2699,B0798,677,917,121.450912,31.228628,9519.178314
E2504,B0798,561,801,121.450912,31.228628,9519.178314
E2887,B0805,855,1095,121.484673,31.207211,9521.157451
E3548,B0805,690,930,121.484673,31.207211,9521.157451
E2892,B0805,936,1176,121.484673,31.207211,9521.157451
E2119,B4640,645,885,121.428444,31.265705,9533.127255
E2737,B8779,933,1173,121.459625,31.220764,9550.896376
E2717,B8779,914,1154,121.459625,31.220764,9550.896376
E2667,B1957,566,806,121.438622,31.24239,9580.515474
E3602,B2076,718,958,121.555923,31.202845,9586.495312
E2568,B8786,943,1183,121.425262,31.284687,9587.679793
E2122,B6647,606,846,121.428711,31.262184,9605.073843
E3243,B2634,902,1142,121.457291,31.221531,9636.442658
E2481,B5763,946,1186,121.448074,31.22967,9649.054346
E2684,B5763,644,884,121.448074,31.22967,9649.054346
E2819,B8647,591,831,121.486031,31.205124,9681.617363
E3480,B5734,661,901,121.525047,31.197842,9712.35989
E2511,B8307,565,805,121.454437,31.222805,9721.192703
E2702,B8307,642,882,121.454437,31.222805,9721.192703
E2384,B0993,602,842,121.432709,31.249454,9726.312894
E2383,B0993,581,821,121.432709,31.249454,9726.312894
E2342,B3642,597,837,121.423546,31.281527,9759.031913
E2888,B8896,899,1139,121.48288,31.205339,9781.722415
E3247,B3861,762,1002,121.448715,31.226797,9810.839912
E2506,B8057,901,1141,121.450066,31.225443,9816.133232
E2441,B8057,938,1178,121.450066,31.225443,9816.133232
E2505,B8057,593,833,121.450066,31.225443,9816.133232
E2670,B8057,631,871,121.450066,31.225443,9816.133232
E2343,B8413,601,841,121.422432,31.284882,9856.81987
E2730,B8214,682,922,121.460083,31.216351,9896.902548
E2665,B1510,583,823,121.450256,31.223883,9921.306479
E2452,B9160,719,959,121.437286,31.237457,9972.093435
E1517,B9160,614,854,121.437286,31.237457,9972.093435
E2885,B3355,858,1098,121.485901,31.202297,9976.473973
